Order_ID,Custome_id,Product_id,Region,Discount_Pct,Sales,Profit,Order_date,Quantity,Product_Price
O24-005313,CUST00059,P0008,East,0.06,539.54,133.03,13-09-2024,1,573.98
O24-003432,CUST00810,P0047,North,0.16,26.54,4.22,19-09-2024,3,10.53
O24-003321,CUST00611,P0005,East,0.12,404.51,90.52,12-11-2024,1,459.67
O24-004206,CUST01108,P0024,East,0.06,1244.88,216.37,22-02-2024,2,662.17
O24-009140,CUST01157,P0038,North,0.1,36.91,5.46,30-08-2024,3,13.67
O24-003597,CUST00322,P0044,West,0.08,57.81,9.41,09-03-2024,4,15.71
O24-008612,CUST01473,P0010,West,0.35,480.27,83.49,06-08-2024,8,92.36
O24-007685,CUST00019,P0013,South,0.11,104.34,17.67,19-03-2024,6,19.53932584
O24-003821,CUST01437,P0040,South,0.19,24.77,3.28,12-06-2024,2,15.29
O24-006180,CUST01253,P0043,East,0.1,205.25,35.06,24-10-2024,6,38.01
O24-005603,CUST01212,P0041,North,0.12,27.43,6.08,05-05-2024,1,31.17
O24-006299,CUST01445,P0003,South,0.09,10822.45,2038.22,10-12-2024,8,1486.6
O24-007815,CUST01014,P0021,East,0.05,205.63,31.64,04-08-2024,1,216.45
O24-003523,CUST00573,P0026,East,0.07,2459.62,420.33,27-06-2024,5,528.95
O24-003297,CUST00325,P0020,North,0.19,678.46,81.87,07-05-2024,3,279.2
O24-004190,CUST01021,P0007,West,0.1,1846.44,444.11,31-05-2024,10,205.16
O24-007220,CUST01082,P0042,North,0.04,84.36,19.41,13-08-2024,3,29.29
O24-001831,CUST00434,P0039,North,0.15,35.04,5.73,06-07-2024,3,13.74
O24-002866,CUST00548,P0015,North,0.05,104.39,28.14,17-11-2024,2,54.94
O24-000014,CUST00794,P0013,South,0.18,46.74,6.42,12-02-2024,3,19
O24-009548,CUST00800,P0044,West,0.08,42.78,7.23,10-01-2024,3,15.5
O24-004755,CUST01418,P0004,West,0.23,3948.53,791.69,18-06-2024,6,854.66
O24-000273,CUST01487,P0008,East,0.11,1051.8,248.02,04-12-2024,2,590.9
O24-004665,CUST01023,P0041,North,0.06,63.9,12.97,14-06-2024,2,33.99
O24-002468,CUST01033,P0025,West,0.1,969.53,120.19,03-08-2024,2,538.63
O24-001396,CUST00331,P0007,West,0.13,542.54,144.76,25-09-2024,3,207.87
O24-003245,CUST00431,P0003,East,0.15,6126.29,1346.86,27-01-2024,5,1441.48
O24-001125,CUST00918,P0035,East,0.11,14.24,1.83,13-06-2024,4,4
O24-003914,CUST00459,P0037,East,0.36,51.53,6.48,28-02-2024,6,13.41927083
O24-003080,CUST00816,P0039,North,0.07,12.73,2.56,10-07-2024,1,13.69
O24-005082,CUST00420,P0009,West,0.04,44.16,11.83,20-06-2024,2,23
O24-002248,CUST00083,P0018,North,0.13,744.84,113.26,10-05-2024,2,428.07
O24-004503,CUST00484,P0040,West,0.08,57.15,11.32,24-07-2024,4,15.53
O24-004366,CUST01026,P0024,East,0.06,612.33,67.6,01-07-2024,1,651.41
O24-005978,CUST00609,P0039,North,0.13,24.17,4.72,10-07-2024,2,13.89
O24-008312,CUST00819,P0034,East,0.09,9.16,1.8,22-04-2024,1,10.07
O24-002179,CUST00037,P0020,South,0.31,956.89,91.19,24-11-2024,5,277.36
O24-000346,CUST00326,P0046,South,0.4,5.49,0.29,12-12-2024,3,3.05
O24-008971,CUST00053,P0022,West,0.09,3169.17,379.91,04-12-2024,5,696.52
O24-006058,CUST00142,P0002,East,0.16,2261.66,418.16,08-12-2024,5,538.49
O24-003588,CUST00663,P0014,East,0.12,144.04,27.55,22-12-2024,4,40.92
O24-009694,CUST00512,P0023,South,0.12,491.94,15.95,14-09-2024,2,279.51
O24-000939,CUST01408,P0026,South,0.27,748.35,13.58,11-07-2024,2,512.57
O24-003158,CUST00893,P0008,North,0.08,2150.11,564.87,22-05-2024,4,584.27
O24-005346,CUST00955,P0036,North,0.1,18.07,2.64,07-11-2024,1,20.08
O24-008818,CUST00918,P0011  ,West,0.08,763.05,193.35,03-04-2024,10,82.94
O24-003332,CUST01382,P0002,East,0.02,547.19,146.65,19-02-2024,1,558.36
O24-009476,CUST01224,P0003,North,0.1,7527.82,1686.35,18-07-2024,6,1394.040741
O24-009546,CUST01142,P0038,West,0.05,13.07,1.89,13-08-2024,1,13.76
O24-002421,CUST00813,P0034,North,0.01,39.8,8.32,09-09-2024,4,10.05
O24-007841,CUST00475,P0014,West,0.04,270.68,61.24,10-05-2024,7,40.28
O24-000531,CUST00756,P0001,East,0.17,3039.52,552.73,25-10-2024,3,1220.69
O24-000937,CUST01323,P0023,West,0.11,227.44,34.06,18-02-2024,1,255.55
O24-001474,CUST01487,P0040,West,0.18,26.24,4.09,31-12-2024,2,16
O24-005950,CUST00692,P0037,West,0.05,25.57,5.14,11-06-2024,2,13.46
O24-002775,CUST00649,P0046,West,0.11,5.48,1.11,18-01-2024,2,3.08
O24-006127,CUST00839,P0002,North,0.17,1308.64,291.77,29-02-2024,3,525.56
O24-008838,CUST00853,P0035,West,0.14,3.5,0.59,07-09-2024,1,4.07
O24-006311,CUST01184,P0030,West,0.1,455.49,61.52,22-11-2024,5,101.22
O24-005086,CUST01432,P0023,East,0.14,242.58,23.2,06-11-2024,1,282.07
O24-003582,CUST00724,P0021,West,0.12,400.01,57.41,28-06-2024,2,227.28
O24-001128,CUST01030,P0014,South,0.16,213.95,51.07,29-01-2024,6,42.45
O24-001438,CUST01395,P0017,West,0.01,403.42,95.46,10-12-2024,2,203.75
O24-005105,CUST00094,P0031,West,0.04,2107.16,239.12,07-10-2024,8,274.37
O24-007190,CUST00374,P0016,East,0.11,111.23,23.99,13-03-2024,2,62.49
O24-001791,CUST00196,P0015,East,0.09,146.25,33.28,07-04-2024,3,53.57
O24-006448,CUST00303,P0034,East,0,29.4,6.44,18-05-2024,3,9.8
O24-005413,CUST01213,P0008,East,0.16,919.87,220.85,23-06-2024,2,547.54
O24-003764,CUST00318,P0028,North,0.12,388.14,58.18,15-10-2024,1,441.07
O24-002190,CUST01372,P0028,East,0.02,1355.34,243.46,19-03-2024,3,461
O24-004431,CUST01073,P0007,South,0.17,673,92.75,07-01-2024,4,202.71
O24-004555,CUST01218,P0031,North,0.1,1684.56,196.25,05-08-2024,7,267.39
O24-007617,CUST00935,P0006,East,0.04,376.96,87.47,01-06-2024,1,392.67
O24-009570,CUST00815,P0035,South,0.12,7.04,0.82,02-12-2024,2,4
O24-001862,CUST00815,P0010,West,0.29,63.84,13.78,06-10-2024,1,89.91
O24-007947,CUST01346,P0034,East,0.15,8.04,1,24-11-2024,1,9.46
O24-004570,CUST01355,P0017,East,0.01,225.08,36.54,26-02-2024,1,227.35
O24-001408,CUST00711,P0031,West,0.11,458.26,73.7,05-08-2024,2,257.45
O24-006593,CUST00308,P0003,East,0.18,2413.05,532.35,22-12-2024,2,1471.37
O24-009611,CUST01172,P0035,North,0.05,16.11,3.05,27-03-2024,4,4.24
O24-004026,CUST00886,P0048,West,0.04,2.11,0.43,08-11-2024,1,2.2
O24-004483,CUST00229,P0016,North,0,199.74,45.74,22-02-2024,3,66.58
O24-003695,CUST00106,P0045,East,0.16,6.6,1.09,04-04-2024,3,2.62
O24-008817,CUST01238,P0004,East,0.18,3552.32,725.69,19-12-2024,5,866.42
O24-007390,CUST00289,P0009,North,0.08,21.35,5.6,14-11-2024,1,23.21
O24-006708,CUST00918,P0007,North,0.21,168.52,38.6,28-12-2024,1,213.32
O24-004369,CUST00531,P0012,North,0.16,102.66,23.83,25-12-2024,6,20.37
O24-000041,CUST00070,P0025,East,0.04,1981.79,362.26,15-07-2024,4,516.09
O24-000951,CUST00448,P0030,West,0.06,375.47,67.35,27-03-2024,4,99.86
O24-004919,CUST00693,P0033,East,0.16,21.35,3.61,07-02-2024,2,12.71
O24-001871,CUST00997,P0002,East,0.13,1389.17,316.21,04-03-2024,3,532.25
O24-002395,CUST00705, P0035 ,East,0.09,3.85,0.74,14-01-2024,1,4.23
O24-002679,CUST00322,P0033,East,0.14,56.46,9.91,17-10-2024,5,13.13
O24-006511,CUST00258,P0029,North,0.21,949.61,113.2,10-05-2024,4,300.51
O24-007954,CUST01397,P0010,South,0.18,151.63,27.97,25-01-2024,2,92.46
O24-006709,CUST00050,P0004,West,0.07,1669.28,404.05,25-09-2024,2,897.46
O24-006842,CUST01402,P0033,East,0.05,25.69,7.19,09-01-2024,2,13.52
O24-004990,CUST00434,P0039,East,0.21,10.95,1.91,18-08-2024,1,13.86
O24-006047,CUST01195,P0045,West,0.18,12.64,1.96,24-03-2024,6,2.57
O24-006357,CUST00400,P0024,East,0.08,4763.54,1027.5,06-12-2024,8,647.2201087
O24-008141,CUST01187,P0044,North,0.13,82.63,13.23,29-08-2024,6,15.83
O24-007778,CUST00900,P0002,East,0.27,406.89,77.92,21-06-2024,1,557.39
O24-000814,CUST00313,P0018,South,0.16,1512.5,87.51,30-05-2024,4,450.15
O24-000449,CUST01300,P0040,North,0.12,39.6,5.83,20-10-2024,3,15
O24-005064,CUST00950,P0042,West,0.05,85.07,17.92,24-04-2024,3,29.85
O24-001445,CUST00809,P0037,North,0.15,23.65,3.86,20-05-2024,2,13.91
O24-003102,CUST00050,P0005,East,0.13,1228.37,270.75,22-12-2024,3,470.64
O24-002382,CUST00847,P0040,North,0.11,41.33,7.15,10-08-2024,3,15.48
O24-001744,CUST00371,P0039,West,0.11,24.08,4.81,22-07-2024,2,13.53
O24-009123,CUST00125,P0034,East,0.18,33.55,6.56,23-10-2024,4,10.23
O24-006772,CUST00777,P0005,East,0.16,386.13,76.36,12-02-2024,1,459.68
O24-004543,CUST00270, P0040 ,South,0.22,11.75,0.84,02-12-2024,1,15.06
O24-004793,CUST01485,P0016,South,0.16,165.54,31.03,21-03-2024,3,65.69
O24-005537,CUST00549,P0042,South,0.21,23.3,2.47,13-04-2024,1,29.5
O24-004613,CUST00037,P0014,North,0.2,29.74,4.85,09-12-2024,1,37.18
O24-005975,CUST01401,P0009,West,0.01,24.74,6.42,21-06-2024,1,24.99
O24-009852,CUST01070,P0006,West,0.2,1954.61,384.34,25-08-2024,6,407.21
O24-009559,CUST00364,P0036,North,0.02,40.34,8.65,21-12-2024,2,20.58
O24-004077,CUST01466,P0037,East,0,53.64,10.35,16-12-2024,4,13.41
O24-007599,CUST01130,P0042,North,0.12,26.06,3.76,08-06-2024,1,29.61
O24-009975,CUST00049,P0034,South,0.05,9.44,1.43,20-01-2024,1,9.94
O24-008119,CUST00547,P0027,North,0.15,520.54,77.85,15-04-2024,5,122.48
O24-002702,CUST00222,P0004,North,0.06,3358.17,825.65,01-10-2024,4,893.13
O24-009692,CUST01451,P0018,South,0.14,1083.47,85.09,02-01-2024,3,419.95
O24-000942,CUST00868,P0009,South,0.13,161.54,33.57,13-07-2024,8,23.21
O24-007381,CUST01437,P0042,South,0.29,20.33,1.84,24-08-2024,1,28.63
O24-004022,CUST00728,P0026,East,0.04,988.03,172.63,30-09-2024,2,514.6
O24-005334,CUST00462,P0016,West,0.05,295.07,64.38,08-08-2024,5,62.12
O24-009887,CUST00444,P0009,North,0.04,65.52,18.25,16-01-2024,3,22.75
O24-004887,CUST00681,P0009,North,0.08,22.08,4.98,06-01-2024,1,24
O24-007707,CUST00087,P0044,South,0.13,42.07,4.97,28-07-2024,3,16.12
O24-009726,CUST00766,P0027,North,0.05,117.95,21.78,29-09-2024,1,124.16
O24-006188,CUST01461,P0046,East,0.14,2.66,0.45,22-10-2024,1,3.09
O24-000903,CUST00514,P0019,South,0.12,348.87,38.39,09-05-2024,1,396.44
O24-008565,CUST00821,P0031,South,0.07,744.79,76.54,25-07-2024,3,266.95
O24-007389,CUST00523,P0028,North,0.03,434.43,60.84,19-02-2024,1,447.87
O24-001692,CUST01206,P0034,West,0.07,27.48,5.52,01-11-2024,3,9.85
O24-009094,CUST00008,P0041,East,0.1,27.96,5.27,15-11-2024,1,31.06666667
O24-006192,CUST00069,P0039,North,0.09,73.98,12.31,03-02-2024,6,13.55
O24-002975,CUST00407,P0031,East,0.12,462.69,38.64,08-08-2024,2,262.89
O24-001662,CUST00649,P0034,West,0.12,27.4,4.18,20-11-2024,3,10.38
O24-000835,CUST01187,P0041,South,0.16,54.1,4.27,26-11-2024,2,32.2
O24-008343,CUST00923,P0045,East,0.19,4.08,0.68,23-01-2024,2,2.52
O24-007265,CUST00627,P0030,South,0.11,181.63,20.06,21-10-2024,2,102.04
O24-000530,CUST01468,P0043,North,0.01,39.85,7.43,09-01-2024,1,40.25
O24-005447,CUST00801,P0047,West,0.1,9.41,1.46,28-07-2024,1,10.46
O24-009893,CUST00845,P0016,West,0.08,118.96,34.41,28-01-2024,2,64.65
O24-004746,CUST00945,P0038,West,0.17,34.29,5.25,10-11-2024,3,13.77
O24-004693,CUST01197,P0015,East,0.15,46.98,11.1,04-01-2024,1,55.27
O24-008168,CUST00654,P0011,North,0.11,334.18,100.25,06-09-2024,4,93.87
O24-000799,CUST00938,P0035,West,0.03,3.91,0.88,26-11-2024,1,4.03
O24-001193,CUST00753,P0017,South,0.16,187.45,8.33,29-08-2024,1,223.15
O24-003064,CUST00352,P0008,East,0.2,452.33,94.07,24-08-2024,1,565.41
O24-009896,CUST00297,P0011,East,0.13,80.41,17.56,03-03-2024,1,92.43
O24-006817,CUST01343,P0039,West,0.1,24.8,4.33,23-11-2024,2,13.78
O24-006547,CUST00084,P0002,West,0.16,463.88,83.07,04-07-2024,1,552.24
O24-005270,CUST00432,P0015,East,0.1,372.6,92.25,27-11-2024,8,51.75
O24-001161,CUST01019,P0026,East,0.06,1906.32,285.2,03-08-2024,4,507
O24-004184,CUST00667,P0008,East,0.29,808.48,139.3,05-08-2024,2,569.3521127
O24-003863,CUST00374,P0013,West,0,72.57,16.18,11-11-2024,4,19.72
O24-002620,CUST00676,P0045,South,0.28,5.57,0.26,19-02-2024,3,2.58
O24-007151,CUST01211,P0042,West,0.1,26.65,4.11,12-08-2024,1,29.61
O24-003147,CUST01106,P0029,West,0.03,1429.3,268.32,24-05-2024,5,294.7010309
O24-000767,CUST01181,P0009,East,0.34,48.71,7.45,18-05-2024,3,24.6
O24-008853,CUST00433,P0044,South,0.11,14.14,2.38,19-01-2024,1,15.89
O24-009738,CUST01353,P0044,West,0.16,13,2.64,06-11-2024,1,15.48
O24-005848,CUST01248,P0020,North,0.11,707.47,103.65,27-05-2024,3,264.97
O24-002342,CUST00119,P0042,West,0.17,24.39,4.39,30-06-2024,1,29.38
O24-002246,CUST01395,P0040,West,0.06,58.73,11.18,21-10-2024,4,15.62
O24-008084,CUST00454,P0033,North,0.16,56.83,8.15,07-11-2024,5,13.53
O24-002345,CUST00781,P0034,South,0.15,17.22,1.47,25-03-2024,2,10.13
O24-008071,CUST01329,P0027,East,0.16,110.02,12.43,20-05-2024,1,130.98
O24-005077,CUST00727,P0012,North,0.31,57.9,10.29,22-09-2024,4,20.98
O24-009151,CUST00915,P0038,West,0.19,11.64,2.09,19-06-2024,1,14.37
O24-004892,CUST00819,P0011,North,0.04,256.75,67.11,15-02-2024,3,89.15
O24-009170,CUST00705,P0023,South,0.16,436.63,21.4,07-05-2024,2,259.9
O24-008340,CUST01468,P0014,East,0.29,28.01,4.11,26-05-2024,1,39.45
O24-002615,CUST00293,P0006,East,0.09,729.36,164.67,25-09-2024,2,400.75
O24-003217,CUST00800, P0006 ,West,0.04,335.61,78.51,16-11-2024,1,349.59
O24-001617,CUST00494,P0014,East,0.06,152.81,42.88,03-09-2024,4,40.64
O24-003930,CUST00312,P0007,East,0.02,584.21,166.8,02-06-2024,3,198.71
O24-009055,CUST00524,P0010,East,0.19,75.15,13.47,09-07-2024,1,92.78
O24-008220,CUST01096,P0046,West,0.05,5.7,0.87,01-02-2024,2,3
O24-006258,CUST01276,P0011,East,0.15,370.94,71.91,12-10-2024,5,87.28
O24-007695,CUST00109,P0025,East,0.03,2977.69,407.99,02-11-2024,6,511.63
O24-003867,CUST00540,P0036,South,0.11,38.63,7.26,05-09-2024,2,21.7
O24-001777,CUST01194,P0008,South,0.15,504.16,87.79,12-04-2024,1,593.13
O24-001651,CUST00683,P0016,West,0.26,321.83,73.34,07-12-2024,7,62.13
O24-003603,CUST00626, P0016 ,North,0.11,420.96,101.32,10-02-2024,7,67.57
O24-004544,CUST00886,P0012,West,0.17,16.7,3.19,09-03-2024,1,20.12
O24-009483,CUST00595,P0039,North,0.09,74.64,16.74,19-05-2024,6,13.67
O24-000989,CUST00193,P0037,West,0.13,34.58,4.87,26-01-2024,3,13.25
O24-006762,CUST00666,P0011,North,0.08,84.19,18.87,09-03-2024,1,91.51
O24-004921,CUST01168,P0046  ,North,0.16,5.14,0.98,25-01-2024,2,3.06
O24-004812,CUST00342,P0016,West,0.11,161.88,39,20-03-2024,3,60.63
O24-004610,CUST01085,P0035,West,0.04,7.85,1.82,29-08-2024,2,4.09
O24-003320,CUST01238,P0006,North,0.16,324.59,81.97,09-11-2024,1,386.42
O24-008243,CUST00065,P0034,North,0.25,15.46,1.74,10-12-2024,2,10.31
O24-001165,CUST00951,P0009,West,0.13,42.82,10.09,17-10-2024,2,24.61
O24-002096,CUST01112,P0041,West,0.26,99.84,17.61,29-01-2024,4,33.73
O24-009621,CUST00209,P0026,North,0.17,1288.82,205.3,31-07-2024,3,517.6
O24-009961,CUST00112,P0031,East,0.21,431.89,54.78,27-08-2024,2,273.35
O24-002730,CUST00507,P0027,North,0.11,564.17,76.88,18-04-2024,5,126.78
O24-003933,CUST00247,P0043,North,0.21,64.56,11.48,09-04-2024,2,40.86
O24-009099,CUST00757,P0020,West,0.12,2638.86,397.39,26-08-2024,11,272.61
O24-004165,CUST01180,P0048,East,0,4.22,0.78,24-03-2024,2,2.27
O24-008825,CUST00476,P0004,South,0.37,1089.26,93.54,22-03-2024,2,864.49
O24-003712,CUST00185,P0003,West,0.01,6794.12,1519.19,10-01-2024,5,1372.55
O24-002852,CUST00179,P0015,North,0.01,105.85,24.85,26-02-2024,2,53.46
O24-003639,CUST00776,P0047,North,0.04,9.64,2.36,19-12-2024,1,10.04
O24-001595,CUST01049,P0013,East,0.13,33.34,7.41,27-12-2024,2,19.16
O24-007491,CUST00732,P0012,North,0.05,56.63,13.73,07-09-2024,3,19.87
O24-000638,CUST00206,P0031,West,0.09,1216.85,194.75,14-06-2024,5,267.44
O24-007518,CUST00849,P0039,West,0.22,20.92,3.42,04-10-2024,2,13.41
O24-001450,CUST00060,P0007,North,0.14,556.38,133.65,07-11-2024,3,215.65
O24-000498,CUST00109,P0002,South,0.06,962.77,191.36,24-02-2024,2,512.11
O24-001057,CUST01424,P0045,North,0.08,2.4,0.36,28-08-2024,1,2.61
O24-004455,CUST00707,P0032,South,0.18,785.38,51.28,20-09-2024,2,478.89
O24-000917,CUST00648,P0002,South,0.19,2192.1,385.6,22-01-2024,5,541.26
O24-005381,CUST00134,P0026,East,0,529.56,76,19-10-2024,1,529.56
O24-009368,CUST00743,P0024,South,0.2,1063.25,85.21,01-03-2024,2,664.53
O24-007241,CUST00663,P0005,North,0.08,1296.76,389.03,31-03-2024,3,469.84
O24-004423,CUST00534,P0010,North,0.15,419.9,89.28,13-12-2024,5,98.8
O24-005147,CUST00917,P0013,South,0.16,31.26,5.07,10-11-2024,2,18.61
O24-007183,CUST00608,P0014,East,0.16,140.35,39.57,16-09-2024,4,41.77
O24-004131,CUST00660,P0008,West,0.19,2842.32,577.73,06-11-2024,6,584.84
O24-001063,CUST00330,P0042,North,0.08,81.53,15.95,17-06-2024,3,29.54
O24-003668,CUST00144,P0010,North,0.1,493.02,116.7,04-07-2024,6,91.3
O24-003091,CUST00066,P0021,West,0.12,1525.99,239.22,11-12-2024,8,216.76
O24-001739,CUST00961,P0011,North,0.29,122.74,22.27,22-03-2024,2,86.44
O24-005640,CUST01458,P0023,South,0.35,356.36,-14.15,21-08-2024,2,274.12
O24-003100,CUST00639,P0026,North,0.24,379.83,40.24,14-11-2024,1,499.78
O24-006776,CUST00880,P0023,North,0.02,566.19,81.14,15-12-2024,2,288.87
O24-005268,CUST00193,P0048,East,0.09,10.24,1.45,02-05-2024,5,2.25
O24-008819,CUST01410,P0038,East,0.06,24.61,4.22,29-10-2024,2,13.09
O24-001421,CUST01085,P0045,West,0.02,28.14,6.04,27-10-2024,11,2.61
O24-001488,CUST01398,P0021,North,0,1641.85,269.84,14-10-2024,7,234.55
O24-006628,CUST00752,P0015,West,0.08,195.04,45.48,29-06-2024,4,53
O24-001631,CUST01067,P0012,North,0.07,19.03,4.92,23-04-2024,1,20.46236559
O24-000683,CUST00963,P0032,West,0.12,416.58,61.66,23-10-2024,1,473.39
O24-007870,CUST01143,P0021,East,0.03,223.97,36.08,16-11-2024,1,230.9
O24-007716,CUST00808,P0019,South,0.23,1219.93,117.43,25-10-2024,4,396.08
O24-003276,CUST00992,P0014,West,0.04,39.6,10.39,02-11-2024,1,41.25
O24-007796,CUST00972,P0017,East,0.04,625.88,69.92,22-05-2024,3,217.3194444
O24-008861,CUST00605,P0043,South,0.08,258.89,33.42,18-08-2024,7,40.2
O24-008365,CUST00996,P0043,West,0.08,112.39,23.58,02-10-2024,3,40.72
O24-002584,CUST01192,P0034,South,0.1,9.3,1.1,15-06-2024,1,10.33
O24-008774,CUST00164,P0006,North,0.03,369.71,110.91,01-01-2024,1,381.14
O24-007792,CUST01009,P0045,South,0.07,2.35,0.33,23-06-2024,1,2.53
O24-005376,CUST01435,  P0025,East,0.06,3001.04,455.29,02-07-2024,6,532.1
O24-005775,CUST00889,P0040,West,0.27,10.98,1.25,22-05-2024,1,15.04
O24-001033,CUST01475,P0014,West,0.09,141.81,42.54,30-09-2024,4,38.96
O24-002476,CUST01076,P0046,West,0,3.1,0.66,14-05-2024,1,3.1
O24-008020,CUST00981,P0006,East,0.12,1734.04,396.24,02-03-2024,5,394.1
O24-002928,CUST00904,P0015,South,0.28,39.43,7.21,31-01-2024,1,54.76
O24-003570,CUST01076,P0046,North,0.07,11.2,2.14,21-06-2024,4,3.01
O24-005850,CUST00536,P0004,West,0.08,1741.74,501.49,11-11-2024,2,946.6
O24-006787,CUST00293,P0045,West,0.34,6.94,1.14,18-11-2024,4,2.63
O24-001559,CUST01152,P0007,West,0.1,915.52,258.8,04-08-2024,5,203.45
O24-000327,CUST00376,P0023,North,0.16,434.68,41.07,20-05-2024,2,258.74
O24-009307,CUST01011,P0010,West,0.1,247.13,59.2,11-01-2024,3,91.53
O24-004463,CUST00840,P0002,West,0.07,1925.92,484.97,25-05-2024,4,517.72
O24-008092,CUST01370,P0044,East,0,24.52,4.34,18-04-2024,2,14.95
O24-008726,CUST00796,P0031,South,0.17,1360.54,94.05,17-03-2024,6,273.2
O24-007661,CUST00369,P0005,North,0.2,744.42,152.67,02-09-2024,2,465.2625
O24-007570,CUST00206,P0024,East,0.08,1215.32,196.8,04-03-2024,2,660.5
O24-008852,CUST01173,P0010,East,0.05,181.2,44.84,11-10-2024,2,95.37
O24-002757,CUST00355,P0045,West,0.13,2.25,0.49,15-03-2024,1,2.59
O24-002349,CUST01420,P0022,East,0.06,1278.32,136.27,25-09-2024,2,679.96
O24-006695,CUST00387,P0014,South,0.16,134.16,29.76,27-09-2024,4,39.93
O24-002362,CUST01163,P0011,West,0.18,294.97,62.6,05-12-2024,4,89.93
O24-008683,CUST00734,P0047,West,0.14,55.42,10.38,28-02-2024,6,10.74
O24-007380,CUST00334,P0034,North,0.04,9.41,2.4,02-11-2024,1,9.8
O24-006663,CUST00061,P0019,North,0.03,1141.3,162.27,14-06-2024,3,392.2
O24-002463,CUST01296,P0047,East,0.1,9.41,1.96,06-11-2024,1,10.46
O24-000710,CUST00091,P0045,South,0.14,13.36,2.08,31-01-2024,6,2.59
O24-005577,CUST00396,P0001,North,0.13,2011.2,454.19,07-10-2024,2,1155.86
O24-001070,CUST00606, P0006 ,South,0.36,1254.69,164.43,04-03-2024,5,392.09
O24-003925,CUST01421,P0021,East,0.13,197.08,22.87,02-09-2024,1,226.53
O24-000798,CUST00147,P0008,East,0.06,4510.95,1073.29,09-06-2024,8,599.86
O24-001886,CUST00576,P0015,East,0.11,47.77,11.69,26-04-2024,1,53.67
O24-000441,CUST01298,P0027,East,0.04,120.63,15.94,12-07-2024,1,125.66
O24-009257,CUST00793,P0013,North,0.07,73.28,20.38,30-07-2024,4,19.69892473
O24-006461,CUST00801,P0006,South,0.33,558.42,75.06,30-08-2024,2,416.73
O24-004760,CUST01157,P0014,East,0,203.95,54.13,11-12-2024,5,40.79
O24-006425,CUST00420,P0006,South,0.25,287.15,47.47,06-01-2024,1,382.87
O24-004861,CUST01491,P0040,South,0.14,24.99,4.3,08-11-2024,2,14.53
O24-009244,CUST01022,P0006,West,0.01,1137.12,246.5,27-03-2024,3,382.87
O24-000116,CUST01038,P0042,East,0.02,145.87,29.73,29-08-2024,5,29.77
O24-000996,CUST00181,P0047,East,0.09,27.63,3.45,12-06-2024,3,10.12087912
O24-007316,CUST01243,P0019,West,0.33,1361.84,172.12,16-03-2024,5,406.52
O24-005372,CUST01020,P0010,East,0.09,338.52,84.09,06-04-2024,4,93
O24-005275,CUST00080,P0046,West,0.06,15.04,3.42,23-10-2024,5,3.2
O24-000861,CUST00099,P0027,East,0.1,338.44,62.06,04-11-2024,3,125.35
O24-003620,CUST00115,P0048,South,0.17,1.74,0.22,18-04-2024,1,2.1
O24-004891,CUST01146,P0018,North,0.06,2461.35,285.74,25-04-2024,6,436.41
O24-004101,CUST00224,P0031,East,0.31,372.31,42.96,28-01-2024,2,269.79
O24-005886,CUST00048,P0022,West,0.07,2400.74,369.37,17-12-2024,4,645.36
O24-007356,CUST00119,P0045,West,0.21,4.06,0.61,09-12-2024,2,2.57
O24-002212,CUST01033,P0021,East,0.13,547.42,71.48,30-08-2024,3,209.74
O24-008227,CUST00339,P0023,South,0.13,1413.52,136.84,25-10-2024,6,270.79
O24-002546,CUST00829,P0008,East,0.03,5631.72,1571.32,09-03-2024,10,580.59
O24-000662,CUST01152,P0046,South,0.21,2.31,0.21,20-05-2024,1,2.93
O24-003866,CUST00318,P0026,East,0.15,858.96,121.26,21-07-2024,2,505.27
O24-003300,CUST00450,P0047,South,0.17,8.54,0.94,13-11-2024,1,10.29
O24-001478,CUST00191,P0011,West,0.1,81.23,18.61,14-12-2024,1,90.25
O24-000689,CUST00292,P0009,South,0.08,22.93,4.6,11-05-2024,1,24.92
O24-000443,CUST00532,P0038,North,0.07,50.67,8.73,12-05-2024,4,13.62
O24-009139,CUST00975,P0039,North,0.05,13.24,2.65,28-12-2024,1,13.94
O24-007431,CUST01118,P0021,East,0.15,1351.66,150.84,22-07-2024,7,227.17
O24-003990,CUST01483,P0039,North,0.12,24.5,4.62,26-09-2024,2,13.92
O24-009567,CUST00551,P0012,North,0.05,111.15,33.34,13-05-2024,6,19.5
O24-009451,CUST01297,P0012,West,0.09,109.96,22.7,25-11-2024,6,20.14
O24-009108,CUST00205,P0041,East,0.08,147.61,26.03,20-08-2024,5,32.09
O24-008640,CUST00793,P0006,South,0.18,954.16,154.91,08-08-2024,3,387.8699187
O24-008831,CUST01472,P0047,South,0.17,42.08,3.64,05-05-2024,5,10.14
O24-001864,CUST01377,P0001,West,0.09,2027.77,502.21,16-01-2024,2,1114.16
O24-000216,CUST00552,P0003,South,0.2,1099.38,184.13,21-12-2024,1,1374.23
O24-002876,CUST01093,P0022,East,0.05,1293.1,220.59,10-03-2024,2,680.58
O24-000624,CUST01056,P0040,East,0.23,35.53,6.2,10-04-2024,3,15.38
O24-004467,CUST01114,P0010,South,0.11,244.89,52.79,29-09-2024,3,91.72
O24-002683,CUST01315,P0022,North,0.1,594.46,76.86,28-10-2024,1,660.51
